site,year,month,day,location,depth,temp,salinity,ph,secchi,lat,long,,,,,,,,,
kis10,2015,6,17,d5,5,11.7,31.2,8.1,3,-128.22237,51.81974,,,,,,,,,
kis10,2015,6,17,d10,10,11.4,31.3,8.1,3,-128.22237,51.81974,,,,,,,,,
fei10,2015,6,18,a0,0,14.5,25.8,8,n/a,-127.79446,51.57476,,,,,,,,,
fei10,2015,6,18,b0,0,14.5,25.7,8,n/a,-127.79446,51.57476,,,,,,,,,
fei10,2015,6,18,b1,1,14,26.2,7.9,n/a,-127.79446,51.57476,,,,,,,,,
fei10,2015,6,18,c0,0,14.6,25.6,8.3,n/a,-127.79446,51.57476,,,,,,,,,
fei10,2015,6,18,c1,1,14.7,25.7,8.3,n/a,-127.79446,51.57476,,,,,,,,,
fei10,2015,6,18,c3,2.5,12.4,29.1,8,n/a,-127.79446,51.57476,,,,,,,,,
fei10,2015,6,18,d0,0,14.3,26,8.3,n/a,-127.79446,51.57476,,,,,,,,,
fei10,2015,6,18,d1,1,13.9,27.2,8.3,n/a,-127.79446,51.57476,,,,,,,,,
fei10,2015,6,18,d5,5,10.7,30.3,8.1,n/a,-127.79446,51.57476,,,,,,,,,
fei10,2015,6,18,d10,10,10.2,30.6,8,n/a,-127.79446,51.57476,,,,,,,,,
fei11,2015,6,18,a0,0,14.5,25.4,8.3,n/a,-127.79809,51.53254,,,,,,,,,
fei11,2015,6,18,b0,0,14.5,25.4,8.3,n/a,-127.79809,51.53254,,,,,,,,,
fei11,2015,6,18,b1,1,14.5,25.5,8.3,n/a,-127.79809,51.53254,,,,,,,,,
fei11,2015,6,18,c0,0,14.4,25.5,8.3,n/a,-127.79809,51.53254,,,,,,,,,
fei11,2015,6,18,c1,1,14.5,25.6,8.3,n/a,-127.79809,51.53254,,,,,,,,,
fei11,2015,6,18,c3,2,14.4,25.9,8.3,n/a,-127.79809,51.53254,,,,,,,,,
fei11,2015,6,18,d0,0,14.4,24.3,8.3,n/a,-127.79809,51.53254,,,,,,,,,
fei11,2015,6,18,d1,1,14.8,25.4,8.4,n/a,-127.79809,51.53254,,,,,,,,,
fei11,2015,6,18,d5,5,10.6,30.1,8.1,n/a,-127.79809,51.53254,,,,,,,,,
fei11,2015,6,18,d10,10,9.4,31,7.7,n/a,-127.79809,51.53254,,,,,,,,,
hab6,2015,6,19,a0,0,12.3,29.4,7.8,4,-128.08693,51.64585,,,,,,,,,
hab6,2015,6,19,b0,0,12.3,29.4,8.1,4,-128.08693,51.64585,,,,,,,,,
hab6,2015,6,19,b1,1,11.3,30.4,8,4,-128.08693,51.64585,,,,,,,,,
hab6,2015,6,19,c0,0,12.1,29.6,8.1,4,-128.08693,51.64585,,,,,,,,,
hab6,2015,6,19,c1,1,10.8,30.6,8.1,4,-128.08693,51.64585,,,,,,,,,
hab6,2015,6,19,c3,3,10.4,30.6,8,4,-128.08693,51.64585,,,,,,,,,
hab6,2015,6,19,d0,0,12.4,29.1,8.2,4,-128.08693,51.64585,,,,,,,,,
hab6,2015,6,19,d1,1,12.2,29.7,8.2,4,-128.08693,51.64585,,,,,,,,,
hab6,2015,6,19,d5,5,10.2,30.6,8,4,-128.08693,51.64585,,,,,,,,,
hab6,2015,6,19,d10,10,9.6,31.1,7.9,4,-128.08693,51.64585,,,,,,,,,
ssp,2015,7,1,a0,0,11.3,30.5,7.9,10,-128.11592,51.6801,,,,,,,,,
ssp,2015,7,1,b0,0,11.2,30.5,7.9,10,-128.11592,51.6801,,,,,,,,,
ssp,2015,7,1,b1,1,11.3,30.6,8,10,-128.11592,51.6801,,,,,,,,,
ssp,2015,7,1,c0,0,11.2,30.7,7.9,10,-128.11592,51.6801,,,,,,,,,
ssp,2015,7,1,c1,1,11,30.8,7.9,10,-128.11592,51.6801,,,,,,,,,
ssp,2015,7,1,c3,3,10.6,31.2,7.9,10,-128.11592,51.6801,,,,,,,,,
ssp,2015,7,1,d0,0,11,30.6,8,10,-128.11592,51.6801,,,,,,,,,
ssp,2015,7,1,d1,1,11.5,30.6,8,10,-128.11592,51.6801,,,,,,,,,
ssp,2015,7,1,d5,5,10.8,31.1,7.9,10,-128.11592,51.6801,,,,,,,,,
ssp,2015,7,1,d10,10,10.2,31.4,7.9,10,-128.11592,51.6801,,,,,,,,,
wfb,2015,7,1,a0,0,11.9,30,7.9,10,-128.11931,51.66838,,,,,,,,,
wfb,2015,7,1,b0,0,11.7,30.6,7.9,10,-128.11931,51.66838,,,,,,,,,
wfb,2015,7,1,b1,1,11.2,31,7.8,10,-128.11931,51.66838,,,,,,,,,
wfb,2015,7,1,c0,0,11.5,30.6,7.4,10,-128.11931,51.66838,,,,,,,,,
wfb,2015,7,1,c1,1,11.9,30.3,8,10,-128.11931,51.66838,,,,,,,,,
wfb,2015,7,1,c3,2.5,10.7,31.2,7.9,10,-128.11931,51.66838,,,,,,,,,
wfb,2015,7,1,d0,0,11.7,30.3,8,10,-128.11931,51.66838,,,,,,,,,
wfb,2015,7,1,d1,1,11.9,30.6,8,10,-128.11931,51.66838,,,,,,,,,
wfb,2015,7,1,d5,4.5,10.4,31.3,7.8,10,-128.11931,51.66838,,,,,,,,,
wfb,2015,7,1,d10,4.5,10.4,31.3,7.8,10,-128.11931,51.66838,,,,,,,,,
hdo,2015,7,2,a0,0,13.7,29.9,8.2,0,-128.12968,51.65496,,,,,,,,,
hdo,2015,7,2,b0,0,13.4,30,8.2,0,-128.12968,51.65496,,,,,,,,,
hdo,2015,7,2,b1,1,12,31,8.1,0,-128.12968,51.65496,,,,,,,,,
hdo,2015,7,2,c0,0,15.2,28.4,8.1,0,-128.12968,51.65496,,,,,,,,,
hdo,2015,7,2,c1,1,12.1,30.9,8.1,0,-128.12968,51.65496,,,,,,,,,
hdo,2015,7,2,c3,3,11.6,30.9,8.1,0,-128.12968,51.65496,,,,,,,,,
hdo,2015,7,2,d0,0,15.1,28.4,8.2,0,-128.12968,51.65496,,,,,,,,,
hdo,2015,7,2,d1,1,13.9,29.3,8.2,0,-128.12968,51.65496,,,,,,,,,
hdo,2015,7,2,d5,5,11.6,30.9,8.1,0,-128.12968,51.65496,,,,,,,,,
hdo,2015,7,2,d10,10,11.6,30.9,8.1,0,-128.12968,51.65496,,,,,,,,,
pba,2015,7,2,a0,0,15.2,27.9,7.7,0,-128.11876,51.64635,,,,,,,,,
pba,2015,7,2,b0,0,15.3,28.2,8,0,-128.11876,51.64635,,,,,,,,,
pba,2015,7,2,b1,1,14.4,29.4,7.9,0,-128.11876,51.64635,,,,,,,,,
pba,2015,7,2,c0,0,15.6,28.1,8.1,0,-128.11876,51.64635,,,,,,,,,
pba,2015,7,2,c1,1,15.1,28.4,8.1,0,-128.11876,51.64635,,,,,,,,,
pba,2015,7,2,c3,1.8,14.4,29.6,8,0,-128.11876,51.64635,,,,,,,,,
pba,2015,7,2,d0,0,15.4,27.8,8.2,0,-128.11876,51.64635,,,,,,,,,
pba,2015,7,2,d1,1,15.5,28.8,8.2,0,-128.11876,51.64635,,,,,,,,,
pba,2015,7,2,d5,5,11.2,30.9,8,0,-128.11876,51.64635,,,,,,,,,
pba,2015,7,2,d10,10,10,31.3,7.7,0,-128.11876,51.64635,,,,,,,,,
chp,2015,7,3,a0,0,10.6,31.5,7.7,0,-128.12363,51.67653,,,,,,,,,
chp,2015,7,3,b0,0,10.2,31.6,7.8,0,-128.12363,51.67653,,,,,,,,,
chp,2015,7,3,b1,1,10.1,31.6,7.9,0,-128.12363,51.67653,,,,,,,,,
chp,2015,7,3,c0,0,10.1,31.7,7.8,0,-128.12363,51.67653,,,,,,,,,
chp,2015,7,3,c1,1,9.9,31.6,7.8,0,-128.12363,51.67653,,,,,,,,,
chp,2015,7,3,c3,1,9.9,31.6,7.8,0,-128.12363,51.67653,,,,,,,,,
chp,2015,7,3,d0,0,10.4,31.3,7.9,0,-128.12363,51.67653,,,,,,,,,
chp,2015,7,3,d1,1,10.2,31.4,7.9,0,-128.12363,51.67653,,,,,,,,,
chp,2015,7,3,d5,2.8,10.1,31.5,7.9,0,-128.12363,51.67653,,,,,,,,,
chp,2015,7,3,d10,2.8,10.1,31.5,7.9,0,-128.12363,51.67653,,,,,,,,,
ppo,2015,7,3,a0,0,15.1,28.8,8.2,0,-128.11305,51.65801,,,,,,,,,
ppo,2015,7,3,b0,0,14.8,29,8.2,0,-128.11305,51.65801,,,,,,,,,
ppo,2015,7,3,b1,1,14.6,29.1,8.2,0,-128.11305,51.65801,,,,,,,,,
ppo,2015,7,3,c0,0,14.7,29.1,8.2,0,-128.11305,51.65801,,,,,,,,,
ppo,2015,7,3,c1,1,14.1,29.7,8.2,0,-128.11305,51.65801,,,,,,,,,
ppo,2015,7,3,c3,3,13.4,30.1,8.2,0,-128.11305,51.65801,,,,,,,,,
ppo,2015,7,3,d0,0,14.8,29.1,8.2,0,-128.11305,51.65801,,,,,,,,,
ppo,2015,7,3,d1,1,14.5,29.3,8.2,0,-128.11305,51.65801,,,,,,,,,
ppo,2015,7,3,d5,5,11.8,30.8,8.1,0,-128.11305,51.65801,,,,,,,,,
ppo,2015,7,3,d10,10,10.3,31.3,7.9,0,-128.11305,51.65801,,,,,,,,,
sni1,2015,7,4,a0,0,13.3,27.4,8,6.5,-128.05942,51.83857,,,,,,,,,
sni1,2015,7,4,b0,0,13.9,27,8,6.5,-128.05942,51.83857,,,,,,,,,
sni1,2015,7,4,b1,1,12.7,28.2,7.9,6.5,-128.05942,51.83857,,,,,,,,,
sni1,2015,7,4,c0,0,13.7,27.4,8,6.5,-128.05942,51.83857,,,,,,,,,
sni1,2015,7,4,c1,1,12.9,28.1,8,6.5,-128.05942,51.83857,,,,,,,,,
sni1,2015,7,4,c3,3,11.6,29.4,7.9,6.5,-128.05942,51.83857,,,,,,,,,
sni1,2015,7,4,d0,0,13.6,26.7,8,6.5,-128.05942,51.83857,,,,,,,,,
sni1,2015,7,4,d1,1,13,27.8,8,6.5,-128.05942,51.83857,,,,,,,,,
sni1,2015,7,4,d5,5,11.7,29.4,8,6.5,-128.05942,51.83857,,,,,,,,,
sni1,2015,7,4,d10,10,10.5,30.1,7.9,6.5,-128.05942,51.83857,,,,,,,,,
sni2,2015,7,4,a0,0,15.4,26.2,8.1,6.1,-128.03017,51.81761,,,,,,,,,
sni2,2015,7,4,b0,0,15.1,26.2,8.2,6.1,-128.03017,51.81761,,,,,,,,,
sni2,2015,7,4,b1,1,14.7,26.4,8.1,6.1,-128.03017,51.81761,,,,,,,,,
sni2,2015,7,4,c0,0,15,26.6,8.2,6.1,-128.03017,51.81761,,,,,,,,,
sni2,2015,7,4,c1,1,13.9,27.3,8.2,6.1,-128.03017,51.81761,,,,,,,,,
sni2,2015,7,4,c3,2,13.7,27.4,8.2,6.1,-128.03017,51.81761,,,,,,,,,
sni2,2015,7,4,d0,0,15.1,26.5,8.2,6.1,-128.03017,51.81761,,,,,,,,,
sni2,2015,7,4,d1,1,14.2,27,8.2,6.1,-128.03017,51.81761,,,,,,,,,
sni2,2015,7,4,d5,5,12.7,29.1,8.2,6.1,-128.03017,51.81761,,,,,,,,,
sni2,2015,7,4,d10,10,10.3,31.3,7.8,6.1,-128.03017,51.81761,,,,,,,,,
fan1,2015,7,5,a0,0,11.9,31.8,7.8,0,-128.41269,52.06121,,,,,,,,,
fan1,2015,7,5,b0,0,11.8,31.9,7.9,0,-128.41269,52.06121,,,,,,,,,
fan1,2015,7,5,b1,1,11.3,31.9,7.9,0,-128.41269,52.06121,,,,,,,,,
fan1,2015,7,5,c0,0,11.6,32,7.9,0,-128.41269,52.06121,,,,,,,,,
fan1,2015,7,5,c1,1,11.4,31.9,7.9,0,-128.41269,52.06121,,,,,,,,,
fan1,2015,7,5,c3,3,10.9,31.9,7.9,0,-128.41269,52.06121,,,,,,,,,
fan1,2015,7,5,d0,0,11.9,31.7,8,0,-128.41269,52.06121,,,,,,,,,
fan1,2015,7,5,d1,1,11.6,31.7,8,0,-128.41269,52.06121,,,,,,,,,
fan1,2015,7,5,d5,5,11.4,31.8,7.9,0,-128.41269,52.06121,,,,,,,,,
fan1,2015,7,5,d10,5.1,11,31.9,7.9,0,-128.41269,52.06121,,,,,,,,,
fan3,2015,7,5,a0,0,13.2,31.7,8.1,0,-128.40321,52.05355,,,,,,,,,
fan3,2015,7,5,b0,0,13.2,31.8,8,0,-128.40321,52.05355,,,,,,,,,
fan3,2015,7,5,b1,1,11.7,31.8,8,0,-128.40321,52.05355,,,,,,,,,
fan3,2015,7,5,c0,0,12.3,31.9,8,0,-128.40321,52.05355,,,,,,,,,
fan3,2015,7,5,c1,1,11.6,31.9,7.9,0,-128.40321,52.05355,,,,,,,,,
fan3,2015,7,5,c3,3,11.2,31.5,7.9,0,-128.40321,52.05355,,,,,,,,,
fan3,2015,7,5,d0,0,12.3,31.9,8,0,-128.40321,52.05355,,,,,,,,,
fan3,2015,7,5,d1,1,11.6,31.9,7.9,0,-128.40321,52.05355,,,,,,,,,
fan3,2015,7,5,d5,3,11.2,31.5,7.9,0,-128.40321,52.05355,,,,,,,,,
fan3,2015,7,5,d10,3,11.2,31.5,7.9,0,-128.40321,52.05355,,,,,,,,,
gog2,2015,7,6,a0,0,15.1,31.7,7.9,0,-128.43343,51.99236,,,,,,,,,
gog2,2015,7,6,b0,0,14.5,31.6,8,0,-128.43343,51.99236,,,,,,,,,
gog2,2015,7,6,b1,1,14.2,31.6,8,0,-128.43343,51.99236,,,,,,,,,
gog2,2015,7,6,c0,0,14.1,30.4,8.2,0,-128.43343,51.99236,,,,,,,,,
gog2,2015,7,6,c1,1,13.8,31.5,8.2,0,-128.43343,51.99236,,,,,,,,,
gog2,2015,7,6,c3,1.5,13.4,31.2,8.2,0,-128.43343,51.99236,,,,,,,,,
gog2,2015,7,6,d0,0,14.1,31.3,8.1,0,-128.43343,51.99236,,,,,,,,,
gog2,2015,7,6,d1,1,13.9,31.8,8.1,0,-128.43343,51.99236,,,,,,,,,
gog2,2015,7,6,d5,5,12.5,31.7,8,0,-128.43343,51.99236,,,,,,,,,
gog2,2015,7,6,d10,6.1,12.3,31.7,8,0,-128.43343,51.99236,,,,,,,,,
gog3,2015,7,6,a0,0,11.8,32,7.9,2.5,-128.4249,52.00105,,,,,,,,,
gog3,2015,7,6,b0,0,11.9,31.9,8,2.5,-128.4249,52.00105,,,,,,,,,
gog3,2015,7,6,b1,1,11.2,31.4,8,2.5,-128.4249,52.00105,,,,,,,,,
gog3,2015,7,6,c0,0,11.3,31.8,8,2.5,-128.4249,52.00105,,,,,,,,,
gog3,2015,7,6,c1,1,11,31.9,7.9,2.5,-128.4249,52.00105,,,,,,,,,
gog3,2015,7,6,c3,3,10.8,31.9,8,2.5,-128.4249,52.00105,,,,,,,,,
gog3,2015,7,6,d0,0,12.2,32,8.2,2.5,-128.4249,52.00105,,,,,,,,,
gog3,2015,7,6,d1,1,11.9,31.8,8.1,2.5,-128.4249,52.00105,,,,,,,,,
gog3,2015,7,6,d5,5,10.8,31.9,8,2.5,-128.4249,52.00105,,,,,,,,,
gog3,2015,7,6,d10,10,9.9,32,7.9,2.5,-128.4249,52.00105,,,,,,,,,
kis2,2015,7,7,a0,0,13.6,29.9,7.9,0,-128.23944,51.83715,,,,,,,,,
kis2,2015,7,7,b0,0,13.7,29.9,8,0,-128.23944,51.83715,,,,,,,,,
kis2,2015,7,7,b1,1,13.5,30.1,8,0,-128.23944,51.83715,,,,,,,,,
kis2,2015,7,7,c0,0,13.6,30.2,8.1,0,-128.23944,51.83715,,,,,,,,,
kis2,2015,7,7,c1,1,13.2,30.6,8.1,0,-128.23944,51.83715,,,,,,,,,
kis2,2015,7,7,c3,1.2,13.2,30.6,8.1,0,-128.23944,51.83715,,,,,,,,,
kis2,2015,7,7,d0,0,13.2,30.6,8.2,0,-128.23944,51.83715,,,,,,,,,
kis2,2015,7,7,d1,1,13.2,30.6,8.2,0,-128.23944,51.83715,,,,,,,,,
kis2,2015,7,7,d5,5,13.1,30.7,8.2,0,-128.23944,51.83715,,,,,,,,,
kis2,2015,7,7,d10,10,11.4,31.4,8,0,-128.23944,51.83715,,,,,,,,,
kis6,2015,7,7,a0,0,14.7,30.5,8.3,0,-128.23877,51.89482,,,,,,,,,
kis6,2015,7,7,b0,0,14.6,29.5,8.2,0,-128.23877,51.89482,,,,,,,,,
kis6,2015,7,7,b1,1,14.2,30.4,8.3,0,-128.23877,51.89482,,,,,,,,,
kis6,2015,7,7,c0,0,13.9,30.5,8.3,0,-128.23877,51.89482,,,,,,,,,
kis6,2015,7,7,c1,1,13.9,30.8,8.3,0,-128.23877,51.89482,,,,,,,,,
kis6,2015,7,7,c3,1.5,13.9,30.8,8.3,0,-128.23877,51.89482,,,,,,,,,
kis6,2015,7,7,d0,0,14.1,30.8,8.3,0,-128.23877,51.89482,,,,,,,,,
kis6,2015,7,7,d1,1,14.3,31,8.3,0,-128.23877,51.89482,,,,,,,,,
kis6,2015,7,7,d5,5,14,31.1,8.3,0,-128.23877,51.89482,,,,,,,,,
kis6,2015,7,7,d10,10,13.8,31.1,8.3,0,-128.23877,51.89482,,,,,,,,,
koe1,2015,7,8,a0,0,18,24.5,8,0,-127.87649,51.77231,,,,,,,,,
koe1,2015,7,8,b0,0,17.7,24.6,8,0,-127.87649,51.77231,,,,,,,,,
koe1,2015,7,8,b1,1,17.7,24.6,8,0,-127.87649,51.77231,,,,,,,,,
koe1,2015,7,8,c0,0,17.6,24.4,8,0,-127.87649,51.77231,,,,,,,,,
koe1,2015,7,8,c1,1,17.2,25.2,8,0,-127.87649,51.77231,,,,,,,,,
koe1,2015,7,8,c3,1.5,14.7,28.3,8.1,0,-127.87649,51.77231,,,,,,,,,
koe1,2015,7,8,d0,0,17.8,24,8,0,-127.87649,51.77231,,,,,,,,,
koe1,2015,7,8,d1,1,16.8,26.1,8,0,-127.87649,51.77231,,,,,,,,,
koe1,2015,7,8,d5,4.5,14.1,29,8.2,0,-127.87649,51.77231,,,,,,,,,
koe1,2015,7,8,d10,4.5,14.1,29,8.2,0,-127.87649,51.77231,,,,,,,,,
koe3,2015,7,8,a0,0,17,24.3,7.6,0,-127.87864,51.7762,,,,,,,,,
koe3,2015,7,8,b0,0,17,24.6,7.8,0,-127.87864,51.7762,,,,,,,,,
koe3,2015,7,8,b1,1,16.8,25.4,7.9,0,-127.87864,51.7762,,,,,,,,,
koe3,2015,7,8,c0,0,16.7,24.5,7.9,0,-127.87864,51.7762,,,,,,,,,
koe3,2015,7,8,c1,1,16.8,24.8,7.9,0,-127.87864,51.7762,,,,,,,,,
koe3,2015,7,8,c3,1.3,14.8,28.3,8.1,0,-127.87864,51.7762,,,,,,,,,
koe3,2015,7,8,d0,0,16.3,24.7,8,0,-127.87864,51.7762,,,,,,,,,
koe3,2015,7,8,d1,1,16.2,26.1,8,0,-127.87864,51.7762,,,,,,,,,
koe3,2015,7,8,d5,5,14.1,29.1,8.2,0,-127.87864,51.7762,,,,,,,,,
koe3,2015,7,8,d10,10,9.7,31.3,7.9,0,-127.87864,51.7762,,,,,,,,,
hab2,2015,7,12,a0,0,13.8,31.2,8,0,-127.87607,51.77371,,,,,,,,,
hab2,2015,7,12,b0,0,13.8,31.2,8,0,-127.87607,51.77371,,,,,,,,,
hab2,2015,7,12,b1,1,13.8,31.2,8,0,-127.87607,51.77371,,,,,,,,,
hab2,2015,7,12,c0,0,13.6,31.3,8,0,-127.87607,51.77371,,,,,,,,,
hab2,2015,7,12,c1,1,13.6,31.3,8,0,-127.87607,51.77371,,,,,,,,,
hab2,2015,7,12,c3,3,12.7,31.7,8,0,-127.87607,51.77371,,,,,,,,,
hab2,2015,7,12,d0,0,13.6,31.4,8,0,-127.87607,51.77371,,,,,,,,,
hab2,2015,7,12,d1,1,13.4,31.5,8,0,-127.87607,51.77371,,,,,,,,,
hab2,2015,7,12,d5,5,12.2,31.6,8,0,-127.87607,51.77371,,,,,,,,,
hab2,2015,7,12,d10,6.5,11.8,31.6,7.9,0,-127.87607,51.77371,,,,,,,,,
hab1,2015,7,13,a0,0,15.4,29.7,8,6.5,-128.11835,51.65193,,,,,,,,,
hab1,2015,7,13,b0,0,15.4,29.7,8,6.5,-128.11835,51.65193,,,,,,,,,
hab1,2015,7,13,b1,1,15.4,29.7,8,6.5,-128.11835,51.65193,,,,,,,,,
hab1,2015,7,13,c0,0,15.4,29.6,8.1,6.5,-128.11835,51.65193,,,,,,,,,
hab1,2015,7,13,c1,1,15.5,29.6,8.1,6.5,-128.11835,51.65193,,,,,,,,,
hab1,2015,7,13,c3,3,15,29.9,8,6.5,-128.11835,51.65193,,,,,,,,,
hab1,2015,7,13,d0,0,15.5,29.6,8.1,6.5,-128.11835,51.65193,,,,,,,,,
hab1,2015,7,13,d1,1,15.4,29.6,8.1,6.5,-128.11835,51.65193,,,,,,,,,
hab1,2015,7,13,d5,5,13,30.5,8.1,6.5,-128.11835,51.65193,,,,,,,,,
hab1,2015,7,13,d10,10,10.3,31.2,7.9,6.5,-128.11835,51.65193,,,,,,,,,
hab4,2015,7,13,a0,0,15.1,29.5,8.1,6.3,-128.07932,51.66474,,,,,,,,,
hab4,2015,7,13,b0,0,15.1,29.5,8.1,6.3,-128.07932,51.66474,,,,,,,,,
hab4,2015,7,13,b1,1,15.1,29.5,8.1,6.3,-128.07932,51.66474,,,,,,,,,
hab4,2015,7,13,c0,0,15,29.5,8.1,6.3,-128.07932,51.66474,,,,,,,,,
hab4,2015,7,13,c1,1,15,29.6,8.1,6.3,-128.07932,51.66474,,,,,,,,,
hab4,2015,7,13,c3,3,13.8,30.2,8.1,6.3,-128.07932,51.66474,,,,,,,,,
hab4,2015,7,13,d0,0,15,29.6,8.1,6.3,-128.07932,51.66474,,,,,,,,,
hab4,2015,7,13,d1,1,14.9,29.6,8.1,6.3,-128.07932,51.66474,,,,,,,,,
hab4,2015,7,13,d5,5,12.7,30.7,8,6.3,-128.07932,51.66474,,,,,,,,,
hab4,2015,7,13,d10,10,10.8,31.3,7.9,6.3,-128.07932,51.66474,,,,,,,,,
fei12,2015,7,14,a0,0,17.7,12.8,8,n/a,-127.69519,51.62437,,,,,,,,,
fei12,2015,7,14,b0,0,18.2,13,8,n/a,-127.69519,51.62437,,,,,,,,,
fei12,2015,7,14,b1,1,19.1,25.3,8,n/a,-127.69519,51.62437,,,,,,,,,
fei12,2015,7,14,c0,0,19.1,20.8,8.1,n/a,-127.69519,51.62437,,,,,,,,,
fei12,2015,7,14,c1,1,19.1,25.5,8.1,n/a,-127.69519,51.62437,,,,,,,,,
fei12,2015,7,14,c3,3,19,28.4,8.1,n/a,-127.69519,51.62437,,,,,,,,,
fei12,2015,7,14,d0,0,19.4,22.5,8.1,n/a,-127.69519,51.62437,,,,,,,,,
fei12,2015,7,14,d1,1,19.1,25.2,8.1,n/a,-127.69519,51.62437,,,,,,,,,
fei12,2015,7,14,d5,5,15.7,30.6,8.1,n/a,-127.69519,51.62437,,,,,,,,,
fei12,2015,7,14,d10,8,10.5,31.8,8,n/a,-127.69519,51.62437,,,,,,,,,
fei2,2015,7,14,a0,0,19.2,19.2,7.6,n/a,-127.69114,51.61945,,,,,,,,,
fei2,2015,7,14,b0,0,19.4,21.3,8,n/a,-127.69114,51.61945,,,,,,,,,
fei2,2015,7,14,b1,1,19.2,25.1,8,n/a,-127.69114,51.61945,,,,,,,,,
fei2,2015,7,14,c0,0,19.4,21.3,8,n/a,-127.69114,51.61945,,,,,,,,,
fei2,2015,7,14,c1,1,19.2,25.1,8,n/a,-127.69114,51.61945,,,,,,,,,
fei2,2015,7,14,c3,1,19.2,25.1,8,n/a,-127.69114,51.61945,,,,,,,,,
fei2,2015,7,14,d0,0,19.5,18.8,8.1,n/a,-127.69114,51.61945,,,,,,,,,
fei2,2015,7,14,d1,1,19.5,24.9,8.1,n/a,-127.69114,51.61945,,,,,,,,,
fei2,2015,7,14,d5,2.8,18.5,28.6,8,n/a,-127.69114,51.61945,,,,,,,,,
fei2,2015,7,14,d10,2.8,18.5,28.6,8,n/a,-127.69114,51.61945,,,,,,,,,
ssp,2015,7,28,a0,0,13.4,30.8,7.8,6,-128.11571,51.6807,,,,,,,,,
ssp,2015,7,28,b0,0,13.2,30.9,8,6,-128.11571,51.6807,,,,,,,,,
ssp,2015,7,28,b1,1,12.8,31.4,8,6,-128.11571,51.6807,,,,,,,,,
ssp,2015,7,28,c0,0,13.8,30.4,8,6,-128.11571,51.6807,,,,,,,,,
ssp,2015,7,28,c1,1,13,31.1,8,6,-128.11571,51.6807,,,,,,,,,
ssp,2015,7,28,c3,3,12.9,31.2,8,6,-128.11571,51.6807,,,,,,,,,
ssp,2015,7,28,d0,0,13.6,30.7,8,6,-128.11571,51.6807,,,,,,,,,
ssp,2015,7,28,d1,1,13.3,30.9,8,6,-128.11571,51.6807,,,,,,,,,
ssp,2015,7,28,d5,5,12.7,31.3,8,6,-128.11571,51.6807,,,,,,,,,
ssp,2015,7,28,d10,10,12.5,31.4,8,6,-128.11571,51.6807,,,,,,,,,
wfb,2015,7,28,a0,0,13.6,31.1,8,6,-128.11893,51.66825,,,,,,,,,
wfb,2015,7,28,b0,0,13.5,31.3,8,6,-128.11893,51.66825,,,,,,,,,
wfb,2015,7,28,b1,1,13.3,30.3,8,6,-128.11893,51.66825,,,,,,,,,
wfb,2015,7,28,c0,0,13.3,31.3,8,6,-128.11893,51.66825,,,,,,,,,
wfb,2015,7,28,c1,1,13.3,31.4,8,6,-128.11893,51.66825,,,,,,,,,
wfb,2015,7,28,c3,1.5,13.2,31.5,8,6,-128.11893,51.66825,,,,,,,,,
wfb,2015,7,28,d0,0,13.3,31.4,8,6,-128.11893,51.66825,,,,,,,,,
wfb,2015,7,28,d1,1,13.2,31.5,8,6,-128.11893,51.66825,,,,,,,,,
wfb,2015,7,28,d5,5,12.6,31.7,8,6,-128.11893,51.66825,,,,,,,,,
wfb,2015,7,28,d10,5.3,12.6,31.7,8,6,-128.11893,51.66825,,,,,,,,,
hdo,2015,7,29,a0,0,14.9,21.6,8,5.5,-128.12971,51.65495,,,,,,,,,
hdo,2015,7,29,b0,0,15.4,26.4,8.2,5.5,-128.12971,51.65495,,,,,,,,,
hdo,2015,7,29,b1,1,15.5,28.2,8.1,5.5,-128.12971,51.65495,,,,,,,,,
hdo,2015,7,29,c0,0,15.5,26.7,8.2,5.5,-128.12971,51.65495,,,,,,,,,
hdo,2015,7,29,c1,1,15.5,28.2,8.2,5.5,-128.12971,51.65495,,,,,,,,,
hdo,2015,7,29,c3,3,14.9,30.1,8.1,5.5,-128.12971,51.65495,,,,,,,,,
hdo,2015,7,29,d0,0,15.4,27.7,8.2,5.5,-128.12971,51.65495,,,,,,,,,
hdo,2015,7,29,d1,1,15.4,28.7,8.2,5.5,-128.12971,51.65495,,,,,,,,,
hdo,2015,7,29,d5,5,14.3,30.9,8.1,5.5,-128.12971,51.65495,,,,,,,,,
hdo,2015,7,29,d10,10,14.2,30.9,8.1,5.5,-128.12971,51.65495,,,,,,,,,
ppo,2015,7,29,a0,0,15.7,25.7,8,5.5,-128.11299,51.65798,,,,,,,,,
ppo,2015,7,29,b0,0,17.7,27.4,8.1,5.5,-128.11299,51.65798,,,,,,,,,
ppo,2015,7,29,b1,1,15.2,29.4,8.1,5.5,-128.11299,51.65798,,,,,,,,,
ppo,2015,7,29,c0,0,15.7,25.6,8.1,5.5,-128.11299,51.65798,,,,,,,,,
ppo,2015,7,29,c1,1,15.5,29,8.2,5.5,-128.11299,51.65798,,,,,,,,,
ppo,2015,7,29,c3,3,14.8,30.5,8.1,5.5,-128.11299,51.65798,,,,,,,,,
ppo,2015,7,29,d0,0,15.8,26.8,8,5.5,-128.11299,51.65798,,,,,,,,,
